num_utterances,num_speakers,duration_minutes,avg_utterance_length,total_words,utterances_per_minute
723,4,38.81083203125745,9.745504840940525,7046,18.62881989795299
439,4,24.622332843144736,7.469248291571754,3279,17.829342280304072
655,4,29.474166091283163,4.604580152671756,3016,22.22285095264198
1156,4,29.638332684834797,4.21280276816609,4870,39.0035435627422
326,4,14.593000221252442,6.2607361963190185,2041,22.339477493136165
1335,4,41.79033432006836,5.567041198501872,7432,31.945185931640477
583,4,34.924667803446454,9.864493996569468,5751,16.693072165527315
315,4,15.629833698272705,8.263492063492064,2603,20.153765297887432
208,4,13.306167062123617,7.5048076923076925,1561,15.631849429583514
1275,4,55.74799887339274,6.785098039215686,8651,22.870776095400416
1415,4,57.414165527373555,7.103180212014134,10051,24.645485778685845
495,4,29.135499890645345,9.103030303030303,4506,16.98958321833811
1186,4,33.633501815795896,5.7318718381112985,6798,35.26245963014764
493,4,21.621499093373618,5.612576064908722,2767,22.80137921385343
711,4,33.38816731770833,5.675105485232067,4035,21.294969359486277
952,4,37.74216601053874,7.120798319327731,6779,25.223777557816188
894,4,36.966498696804045,6.907158836689038,6175,24.184059392059524
113,4,5.094166849801938,6.68141592920354,755,22.182233784587066
713,4,34.506001790364586,6.894810659186536,4916,20.66307201662226
677,4,36.48666764895121,9.63810930576071,6525,18.55472268702675
1340,4,50.84933252334595,7.88955223880597,10572,26.35236164377928
1242,4,39.49683398405711,6.686795491143317,8305,31.445558408588724
593,4,25.935499270757038,5.7099494097807755,3386,22.864414284425333
1728,4,49.11400016148885,4.875578703703703,8425,35.18345063155648
686,4,31.613833077748616,6.88338192419825,4722,21.699361741833226
955,4,29.657665689786274,6.349738219895288,6064,32.20078107256061
1247,4,40.29800014495849,5.804330392943063,7238,30.944463633786718
228,4,14.47849998474121,11.0,2508,15.74748767070398
689,4,31.42983404795329,6.851959361393324,4721,21.921846578915286
1469,3,47.80716813405355,7.30496936691627,10731,30.727609631276525
1190,4,39.774167950948076,6.63109243697479,7891,29.918916254076777
479,4,23.241167004903158,7.235908141962422,3466,20.609980552996586
556,4,30.826166534423827,6.4586330935251794,3591,18.036624806367357
912,4,34.920501772562666,6.5131578947368425,5940,26.116463215215486
677,4,35.138832028706865,7.803545051698671,5283,19.26643433813967
760,4,39.019499348973234,8.090789473684211,6149,19.47744109177041
387,4,17.623332468668618,6.746770025839793,2611,21.959524436596894
1656,4,50.318498357137045,6.810990338164252,11279,32.91036207492701
565,4,36.39400018056234,9.992920353982301,5646,15.524536934573097
400,4,19.46183287302653,7.245,2898,20.553048760088114
799,3,37.083999188741046,8.018773466833542,6407,21.545680549000277
1332,4,36.44983530044556,5.878378378378378,7830,36.54337499801317
603,4,33.11783358256022,10.144278606965175,6117,18.207712726642193
1078,4,31.199000740051268,5.282003710575139,5694,34.552388680068624
290,4,17.918333689371746,7.675862068965517,2226,16.184540651344907
688,4,38.98483398432533,9.924418604651162,6828,17.647888414161898
321,4,12.435666338602703,5.031152647975078,1615,25.812850816329334
544,4,24.605999755859376,5.336397058823529,2903,22.108429057854412
1342,4,60.99599838256836,8.225037257824143,11038,22.00144330096778
1311,3,56.81383221944173,7.329519450800915,9609,23.075366487095987
1221,4,38.69416796366374,5.759213759213759,7032,31.55514291317999
637,4,37.33683463732402,9.510204081632653,6058,17.060899944721577
889,4,37.919000164667764,8.07761529808774,7181,23.44471099289042
432,4,20.405166244506837,7.210648148148148,3115,21.171109062456
1533,4,58.58216616312663,7.729941291585127,11850,26.168373421550193
1057,4,39.931500812371574,7.376537369914853,7797,26.47032990236421
215,4,18.609332354863486,9.567441860465117,2057,11.553343016296362
574,4,35.33716536362966,8.803135888501743,5053,16.24352134907749
623,4,34.491666348775226,8.926163723916533,5561,18.062334063547564
845,4,36.1739990234375,7.057988165680474,5964,23.359319478405357
755,4,36.356835174560544,8.550993377483444,6456,20.766383992858803
425,4,28.34966583251953,10.202352941176471,4336,14.99135836417825
1367,4,35.68700146476428,5.574981711777615,7621,38.305263650399816
727,4,42.28333186705907,9.240715268225584,6718,17.19353626828001
807,4,40.09349804688245,9.691449814126393,7821,20.12795189525125
1047,4,48.426501790372036,7.355300859598854,7701,21.620392993329126
330,4,17.94800027211507,7.266666666666667,2398,18.3864494649415
771,4,38.26416862010956,8.108949416342412,6252,20.149398975698755
1201,4,42.73199902375539,6.118234804329726,7348,28.10540174664764
261,4,14.737499682108561,6.896551724137931,1800,17.70992404612948
637,4,32.33833389282226,8.24646781789639,5253,19.697984506907048
352,4,13.32650032043457,5.318181818181818,1872,26.413536302569305
858,4,45.55800177256266,10.466200466200466,8980,18.833135050201676
987,4,40.43683365980784,7.2097264437689965,7116,24.408439303224377
826,4,35.8001682917277,8.51452784503632,7033,23.072517237045023
575,4,31.318834241231283,7.497391304347826,4311,18.359559476930077
217,4,18.032667064666747,12.889400921658986,2797,12.033716322816737
949,4,37.6596674601237,7.13277133825079,6769,25.199372803938264
231,4,15.05850035349528,4.848484848484849,1120,15.340172963928762
788,4,31.94249979654948,5.907360406091371,4655,24.669327855333414
1614,4,88.27050000000744,9.661090458488228,15593,18.284704402941685
396,4,24.826166248321535,10.29040404040404,4075,15.950912276951865
1245,4,44.84449971516927,6.911646586345381,8605,27.762602056163903
636,4,24.79233374595642,6.727987421383648,4279,25.653091254619397
620,4,38.29849802652995,9.237096774193548,5727,16.18862440951383
594,4,19.84799925486247,4.602693602693603,2734,29.9274497329739
1387,4,44.314335123697916,5.639509733237203,7822,31.299126933268056
941,4,40.28016637166341,8.22422954303932,7739,23.361373220692098
655,4,33.534667778015134,8.219847328244274,5384,19.5320259122832
868,4,38.55883203148842,6.9481566820276495,6031,22.51105529574035
719,4,37.6564993540446,8.502086230876216,6113,19.093649498324222
637,4,27.036500867207845,5.993720565149137,3818,23.560741204221713
361,4,17.465333984295526,7.285318559556787,2630,20.66951598661691
719,4,35.08149846394857,8.115438108484005,5835,20.495133659666187
961,4,37.22533264160156,7.561914672216441,7267,25.815753192921758
291,4,12.508999824523926,6.855670103092783,1995,23.26325078600559
497,4,23.44683405558268,8.368209255533198,4159,21.196891606850627
628,4,35.24283479054769,8.406050955414013,5279,17.81922492138552
551,4,25.656665674845378,8.357531760435572,4605,21.47590053138581
425,4,24.36600073178609,5.955294117647059,2531,17.442337159810403
710,4,34.12083463668823,9.35492957746479,6642,20.808400719382657
562,4,37.83099934260051,8.569395017793594,4816,14.85554200962242
1445,4,49.74716862042745,4.840830449826989,6995,29.046879251066485
771,4,31.010999431212742,5.511024643320363,4249,24.862146146247202
688,4,36.32166633605957,8.726744186046512,6004,18.941862238213574
1010,3,37.08183349606892,8.265346534653466,8348,27.23705666029354
1018,4,39.854500977198285,7.5363457760314345,7672,25.542911717359658
623,4,25.02149918874105,5.727126805778491,3568,24.898588022268942
432,4,20.769666667779287,8.083333333333334,3492,20.79956346483773
299,4,12.412000274658203,5.0,1495,24.0895901855943
510,4,27.95616691081474,8.196078431372548,4180,18.242844293604083
1352,4,48.140167490641275,7.138313609467455,9651,28.084655091049207
866,4,33.5421674804762,7.341801385681293,6358,25.818248045659846
1111,5,55.709999020894365,9.234023402340235,10259,19.94256003456961
954,4,39.5849986979117,8.29769392033543,7916,24.10003868587542
1006,4,39.262665367126466,7.503976143141153,7549,25.6223053272969
575,4,23.267167480786643,7.535652173913044,4333,24.71293510371722
994,4,43.066500981648765,7.945674044265593,7898,23.08058415109129
1303,5,66.03099804688244,9.885648503453568,12881,19.733156222701062
904,4,35.917333984375,7.3196902654867255,6617,25.168905921393392
1262,3,49.097835286458334,8.44770206022187,10661,25.703780882332953
167,4,12.165166409810384,9.239520958083832,1543,13.7277201457208
722,4,31.838999048868814,6.271468144044321,4528,22.67659227891624
221,4,10.34033342997233,6.751131221719457,1492,21.3726183489802
739,4,39.519167971611026,8.308525033829499,6140,18.6997864056973
301,4,13.848499592145284,6.568106312292358,1977,21.735206619114454
735,4,32.26966609954834,9.06530612244898,6663,22.776808341697947
986,4,57.30899804830551,10.15212981744422,10010,17.204977116663333
656,4,34.29300111134847,9.298780487804878,6100,19.129267743875356
594,4,25.586500549316405,8.01010101010101,4758,23.21536698053341
2419,4,85.34349804688244,7.5965274906986355,18376,28.344279943518963
577,4,32.78700040181478,8.21317157712305,4739,17.598438189791302
458,4,22.029833173751832,6.692139737991266,3065,20.789989483247613
1636,4,43.94616682926814,5.5947432762836184,9153,37.227365161468974
661,4,39.83750162124634,7.582450832072618,5012,16.592405976771197
737,4,37.427498245239256,10.485753052917232,7728,19.691404303084717
515,4,20.788499267585575,6.275728155339806,3232,24.77331304059128
322,4,21.214665778477986,8.639751552795031,2782,15.178179254026476
291,4,16.803166739145915,8.70103092783505,2532,17.318164160215385
782,4,34.88899933497111,8.309462915601022,6498,22.41394178411301
1590,4,58.543165858586626,5.741509433962264,9129,27.159446823233118
731,4,29.266832439104714,6.389876880984952,4671,24.97707948138858
759,4,36.2898334980011,8.480895915678524,6437,20.91494853625622
659,4,34.84716567993164,7.4112291350531105,4884,18.911150652907068
1071,4,38.52399837176005,6.357609710550887,6809,27.800852592318005
1142,4,40.104668108622235,6.076182136602452,6939,28.475488112928122
870,4,31.839166355133056,5.941379310344828,5169,27.32483603044274
251,4,15.922666708628336,6.637450199203188,1666,15.76369113246499
493,4,16.011332972844443,5.914807302231237,2916,30.790690621208014
364,4,17.979667472839356,6.793956043956044,2473,20.245090769886023
605,4,32.433000159263614,9.661157024793388,5845,18.65384013286227
1287,4,39.51383154392242,6.495726495726496,8360,32.570873279383406
